v,p,t,w,a,h,cruise
268.59479,15.12191,-18.49226,36567.08984,0.31636,17899.23438,1
268.40958,15.12204,-18.49188,36566.48438,0.31879,17899.04102,1
268.22321,15.12212,-18.49162,36565.88672,0.32129,17898.91211,1
268.03778,15.12218,-18.49144,36565.28516,0.32402,17898.82031,1
267.85367,15.12223,-18.49129,36564.68359,0.32772,17898.74609,1
267.67343,15.12228,-18.49115,36564.07812,0.33191,17898.67578,1
267.4978,15.12232,-18.49101,36563.47266,0.33637,17898.60352,1
267.32285,15.12238,-18.49086,36562.86328,0.34128,17898.52734,1
267.15033,15.12243,-18.49071,36562.26172,0.34618,17898.45312,1
266.98004,15.12247,-18.49057,36561.65234,0.35106,17898.37891,1
266.80911,15.12252,-18.49043,36561.04297,0.35612,17898.31055,1
266.63785,15.12256,-18.49031,36560.42578,0.36083,17898.24805,1
266.4707,15.12259,-18.49021,36559.80859,0.3652,17898.19727,1
266.30157,15.12262,-18.49012,36559.19531,0.36972,17898.15625,1
266.13644,15.12264,-18.49006,36558.57422,0.37423,17898.12305,1
265.9711,15.12266,-18.49001,36557.96484,0.37826,17898.0957,1
265.80981,15.12267,-18.48996,36557.35156,0.38271,17898.07422,1
265.64838,15.12268,-18.48993,36556.74219,0.38708,17898.05859,1
265.4895,15.12269,-18.48991,36556.13281,0.39116,17898.04688,1
265.33154,15.1227,-18.48989,36555.52344,0.3954,17898.03711,1
265.17133,15.1227,-18.48987,36554.91797,0.39992,17898.0293,1
265.01614,15.12271,-18.48986,36554.61719,0.40409,17898.02539,1
264.86401,15.12271,-18.48985,36554.00781,0.40831,17898.02148,1
264.71112,15.12271,-18.48985,36553.39844,0.41244,17898.01953,1
264.55911,15.12271,-18.48985,36552.80078,0.4168,17898.01953,1
264.40659,15.12271,-18.48985,36552.19922,0.42076,17898.02148,1
264.25769,15.12271,-18.48986,36551.60156,0.42498,17898.02539,1
264.11017,15.1227,-18.48987,36550.99609,0.42906,17898.03125,1
263.96243,15.1227,-18.48989,36550.38281,0.43309,17898.03711,1
263.81628,15.12269,-18.4899,36549.77344,0.43713,17898.04492,1
263.67328,15.12269,-18.48992,36549.16406,0.44097,17898.05469,1
263.53134,15.12268,-18.48994,36548.55078,0.44504,17898.06445,1
263.39316,15.12267,-18.48996,36547.94531,0.44865,17898.07422,1
263.25424,15.12267,-18.48998,36547.33203,0.45261,17898.08594,1
263.11804,15.12266,-18.49001,36546.72266,0.45644,17898.09766,1
262.9826,15.12265,-18.49003,36546.11328,0.4602,17898.11133,1
262.84827,15.12264,-18.49006,36545.5,0.46422,17898.12305,1
262.71497,15.12263,-18.49009,36544.88281,0.46766,17898.13867,1
262.58521,15.12262,-18.49011,36544.26562,0.47132,17898.15234,1
262.45267,15.12261,-18.49014,36543.65234,0.47517,17898.16797,1
262.32294,15.1226,-18.49017,36543.04297,0.47869,17898.18164,1
262.1955,15.12259,-18.4902,36542.4375,0.48218,17898.19531,1
262.06677,15.12259,-18.49023,36541.82422,0.486,17898.21094,1
261.9433,15.12257,-18.49026,36541.21484,0.48935,17898.22461,1
261.81836,15.12257,-18.49029,36540.60156,0.49298,17898.24023,1
261.69763,15.12256,-18.49031,36539.98828,0.49639,17898.25391,1
261.57501,15.12255,-18.49034,36539.37891,0.50003,17898.26758,1
261.45212,15.12254,-18.49037,36538.76953,0.50348,17898.2832,1
261.33368,15.12253,-18.4904,36538.15234,0.50683,17898.29883,1
261.2157,15.12252,-18.49043,36537.54688,0.50993,17898.3125,1
261.09808,15.12251,-18.49046,36536.94141,0.5133,17898.32812,1
260.9805,15.1225,-18.49049,36536.33984,0.51668,17898.34375,1
260.86539,15.12249,-18.49052,36535.72656,0.51988,17898.35742,1
260.75333,15.12248,-18.49055,36535.125,0.52342,17898.37109,1
260.63873,15.12247,-18.49058,36534.51953,0.52652,17898.38477,1
260.52689,15.12246,-18.4906,36533.89844,0.52988,17898.40039,1
260.41663,15.12245,-18.49063,36533.29688,0.53278,17898.41406,1
260.30765,15.12244,-18.49066,36532.68359,0.53594,17898.42773,1
260.19904,15.12243,-18.49069,36532.06641,0.53911,17898.44336,1
260.09131,15.12242,-18.49072,36531.45703,0.54232,17898.45703,1
259.98322,15.12241,-18.49075,36530.85938,0.54536,17898.47266,1
259.87967,15.1224,-18.49077,36530.25391,0.54836,17898.48633,1
259.77594,15.1224,-18.4908,36529.64453,0.55133,17898.5,1
259.67355,15.12239,-18.49083,36529.01953,0.55416,17898.51367,1
259.57083,15.12238,-18.49085,36528.42188,0.55732,17898.52734,1
259.46838,15.12237,-18.49088,36527.81641,0.56012,17898.54297,1
259.36877,15.12236,-18.49091,36527.21094,0.56295,17898.55664,1
259.1022,15.12234,-18.49096,36526.69531,0.57892,17898.57812,1
258.75623,15.12233,-18.49099,36526.21094,0.58093,17898.5918,1
258.41888,15.1224,-18.49079,36525.72266,0.59148,17898.49023,1
258.09586,15.12254,-18.49036,36525.47656,0.60612,17898.26562,1
257.77484,15.12275,-18.48973,36524.98828,0.62237,17897.94922,1
257.46075,15.12298,-18.48904,36524.5,0.6375,17897.59961,1
257.14374,15.12321,-18.48836,36524.01562,0.65072,17897.25977,1
256.82623,15.1234,-18.48777,36523.53125,0.66227,17896.96289,1
256.50824,15.12356,-18.4873,36523.04688,0.67212,17896.72656,1
256.19174,15.12367,-18.48697,36522.5625,0.68071,17896.55859,1
255.87875,15.12374,-18.48674,36522.07422,0.68887,17896.44531,1
255.56145,15.12379,-18.4866,36521.57422,0.69697,17896.37305,1
255.24757,15.12382,-18.4865,36521.07422,0.70527,17896.32617,1
254.94011,15.12384,-18.48644,36520.57422,0.71382,17896.29297,1
254.63036,15.12386,-18.48639,36520.07031,0.72283,17896.26562,1
254.32408,15.12388,-18.48633,36519.57812,0.73215,17896.23828,1
254.02264,15.1239,-18.48627,36519.08203,0.74162,17896.20898,1
253.7242,15.12392,-18.48621,36518.58594,0.75136,17896.17969,1
253.42392,15.12394,-18.48615,36518.08984,0.76093,17896.15039,1
253.12988,15.12396,-18.4861,36517.59375,0.77052,17896.12305,1
252.8391,15.12397,-18.48606,36517.09375,0.77997,17896.10156,1
252.55414,15.12398,-18.48602,36516.58594,0.78887,17896.08398,1
252.26982,15.12399,-18.486,36516.08594,0.79897,17896.07422,1
251.98427,15.12399,-18.486,36515.58594,0.80883,17896.07422,1
251.70306,15.12398,-18.48604,36515.08594,0.81749,17896.0918,1
251.41968,15.12396,-18.48611,36514.59766,0.82587,17896.12695,1
251.13493,15.12393,-18.48619,36514.10156,0.8344,17896.16992,1
250.8614,15.1239,-18.48627,36513.60547,0.84279,17896.21094,1
250.58228,15.12387,-18.48636,36513.10547,0.85164,17896.25195,1
250.31206,15.12385,-18.48643,36512.60938,0.86058,17896.28906,1
250.04138,15.12383,-18.48649,36512.11328,0.86936,17896.32422,1
249.77084,15.12381,-18.48656,36511.625,0.87828,17896.35156,1
249.50336,15.12379,-18.4866,36511.12891,0.8875,17896.37695,1
249.23923,15.12377,-18.48665,36510.64453,0.89621,17896.40234,1
248.97824,15.12376,-18.4867,36510.15625,0.90511,17896.42578,1
248.71873,15.12374,-18.48674,36509.66406,0.91387,17896.44922,1
248.46246,15.12373,-18.48679,36509.16797,0.92242,17896.4707,1
248.21074,15.12371,-18.48683,36508.68359,0.93085,17896.49219,1
247.95985,15.1237,-18.48687,36508.19141,0.93942,17896.51367,1
247.70888,15.12369,-18.48692,36507.69922,0.94773,17896.53711,1
247.45847,15.12367,-18.48696,36507.20312,0.95624,17896.55859,1
247.21542,15.12366,-18.48701,36506.69922,0.96448,17896.58203,1
246.97313,15.12364,-18.48705,36506.19531,0.97285,17896.60352,1
246.73248,15.12363,-18.4871,36505.69922,0.98075,17896.62695,1
246.49495,15.12361,-18.48714,36505.20703,0.98906,17896.65039,1
246.25726,15.12359,-18.48719,36504.72656,0.99711,17896.67383,1
246.01753,15.12358,-18.48724,36504.24609,1.00515,17896.69922,1
245.78471,15.12356,-18.48729,36503.75781,1.01336,17896.72266,1
245.55664,15.12355,-18.48733,36503.26562,1.02121,17896.74219,1
245.32648,15.12353,-18.48737,36502.77344,1.02939,17896.76562,1
245.09746,15.12352,-18.48742,36502.28125,1.03718,17896.78906,1
244.87109,15.1235,-18.48746,36501.78125,1.04512,17896.8125,1
244.64522,15.12349,-18.48751,36501.28906,1.05291,17896.83398,1
244.42142,15.12348,-18.48755,36501.03516,1.06065,17896.85938,1
244.2032,15.12346,-18.4876,36500.53125,1.06839,17896.87891,1
243.98415,15.12344,-18.48764,36500.03906,1.07605,17896.90234,1
243.76932,15.12343,-18.48769,36499.55078,1.08368,17896.92383,1
243.55724,15.12342,-18.48773,36499.0625,1.09109,17896.94727,1
243.347,15.1234,-18.48777,36498.57422,1.09857,17896.9668,1
243.13765,15.12339,-18.48782,36498.08594,1.10599,17896.99023,1
242.93051,15.12337,-18.48786,36497.60547,1.11343,17897.00977,1
242.72208,15.12336,-18.4879,36497.10938,1.12086,17897.0332,1
242.51855,15.12335,-18.48794,36496.60547,1.12812,17897.05469,1
242.31566,15.12333,-18.48798,36496.11719,1.13543,17897.07422,1
242.11273,15.12332,-18.48802,36495.63281,1.14267,17897.0957,1
241.91278,15.12331,-18.48806,36495.13672,1.14991,17897.11719,1
241.71648,15.12329,-18.4881,36494.62891,1.15703,17897.13477,1
241.52089,15.12328,-18.48814,36494.13281,1.16402,17897.1543,1
241.32317,15.12327,-18.48818,36493.63672,1.17116,17897.17383,1
241.12868,15.12325,-18.48822,36493.14453,1.1782,17897.19336,1
240.93726,15.12324,-18.48826,36492.65234,1.18519,17897.21289,1
240.74477,15.12323,-18.48829,36492.16016,1.19213,17897.23242,1
240.55435,15.12322,-18.48833,36491.66016,1.19928,17897.25,1
240.36446,15.1232,-18.48837,36491.16406,1.20627,17897.26953,1
240.17703,15.12319,-18.48841,36490.66797,1.21321,17897.28906,1
239.99413,15.12318,-18.48844,36490.16797,1.2199,17897.30859,1
239.81018,15.12317,-18.48848,36489.66797,1.22661,17897.32812,1
239.62573,15.12315,-18.48852,36489.16797,1.23347,17897.34766,1
239.44519,15.12314,-18.48856,36488.66797,1.24012,17897.36719,1
239.26527,15.12313,-18.48859,36488.17578,1.24696,17897.38477,1
239.08545,15.12312,-18.48863,36487.67578,1.2535,17897.4043,1
238.91,15.1231,-18.48867,36487.19531,1.2602,17897.42188,1
238.73364,15.12309,-18.4887,36486.71094,1.26675,17897.43945,1
238.56018,15.12308,-18.48874,36486.22266,1.27324,17897.45703,1
238.38803,15.12307,-18.48878,36485.74219,1.27973,17897.47461,1
238.21947,15.12306,-18.48881,36485.25391,1.28595,17897.49414,1
238.05154,15.12304,-18.48885,36484.75781,1.29226,17897.51172,1
237.88521,15.12303,-18.48889,36484.27344,1.2985,17897.53125,1
237.71863,15.12302,-18.48892,36483.78906,1.30474,17897.55078,1
237.55142,15.12301,-18.48896,36483.30469,1.31106,17897.56836,1
237.38515,15.12299,-18.48899,36482.82031,1.3176,17897.58594,1
237.1413,15.12299,-18.48903,36482.36719,1.3304,17897.60352,1
236.81696,15.12299,-18.48902,36481.93359,1.33952,17897.59766,1
236.49593,15.12304,-18.48886,36481.50781,1.35473,17897.51367,1
236.18019,15.12315,-18.48854,36481.07812,1.37225,17897.34961,1
235.86861,15.12328,-18.48812,36480.65234,1.3893,17897.14258,1
235.56308,15.12343,-18.48769,36480.23047,1.4048,17896.91992,1
235.25674,15.12356,-18.48728,36479.8125,1.41899,17896.71484,1
234.97064,15.12368,-18.48695,36479.39453,1.43105,17896.54688,1
234.66913,15.12377,-18.48667,36478.97266,1.44294,17896.4043,1
234.36711,15.12384,-18.48645,36478.76172,1.45417,17896.29688,1
234.06795,15.12389,-18.48629,36478.33984,1.4653,17896.2168,1
233.76244,15.12393,-18.48617,36477.92188,1.47646,17896.1582,1
233.46288,15.12396,-18.48609,36477.5,1.48779,17896.11719,1
233.16382,15.12398,-18.48603,36477.07031,1.49936,17896.08594,1
232.86415,15.124,-18.48598,36476.64453,1.51107,17896.06055,1
232.56868,15.12401,-18.48594,36476.21484,1.52296,17896.03906,1
232.2776,15.12402,-18.4859,36475.78906,1.53467,17896.02148,1
231.98805,15.12403,-18.48587,36475.37109,1.5467,17896.00391,1
231.70255,15.12405,-18.48583,36474.95312,1.55854,17895.98828,1
231.41545,15.12405,-18.48581,36474.53125,1.57034,17895.97656,1
231.13205,15.12406,-18.48579,36474.10938,1.58207,17895.9668,1
230.85008,15.12407,-18.48578,36473.67578,1.59369,17895.95898,0
230.57315,15.12407,-18.48577,36473.25391,1.60534,17895.95703,0
230.29333,15.12407,-18.48577,36472.83203,1.61689,17895.95508,0
230.01878,15.12407,-18.48577,36472.40234,1.62845,17895.95703,0
229.74345,15.12407,-18.48577,36471.97656,1.6402,17895.95898,0
229.47328,15.12406,-18.48578,36471.54297,1.65134,17895.96289,0
229.20087,15.12406,-18.4858,36471.11719,1.66298,17895.96875,0
228.93556,15.12405,-18.48581,36470.69141,1.67426,17895.97656,0
228.66879,15.12405,-18.48582,36470.26172,1.6857,17895.98438,0
228.4026,15.12404,-18.48584,36469.83203,1.69709,17895.99414,0
228.13979,15.12403,-18.48587,36469.40625,1.70828,17896.00391,0
227.87613,15.12403,-18.48589,36468.97266,1.71966,17896.01562,0
227.61586,15.12402,-18.48591,36468.54688,1.73101,17896.0293,0
227.35576,15.12401,-18.48594,36468.12891,1.74212,17896.04297,0
227.10014,15.124,-18.48597,36467.70312,1.75329,17896.05664,0
226.84329,15.12399,-18.486,36467.28125,1.76441,17896.07031,0
226.59059,15.12398,-18.48602,36466.85547,1.77562,17896.08398,0
226.338,15.12397,-18.48605,36466.42969,1.78682,17896.09961,0
226.09299,15.12396,-18.48609,36466.00781,1.79764,17896.11523,0
225.84869,15.12395,-18.48611,36465.57812,1.80851,17896.13086,0
225.60193,15.12394,-18.48615,36465.14844,1.81934,17896.14648,0
225.35667,15.12393,-18.48619,36464.73438,1.83008,17896.16602,0
225.1169,15.12392,-18.48622,36464.3125,1.84084,17896.18359,0
224.87387,15.12391,-18.48626,36463.89453,1.85157,17896.20312,0
224.63506,15.12389,-18.48629,36463.47266,1.86226,17896.2207,0
224.39738,15.12388,-18.48633,36463.05078,1.87321,17896.23828,0
224.15909,15.12387,-18.48636,36462.61719,1.88389,17896.25781,0
223.92435,15.12386,-18.4864,36462.19531,1.8945,17896.27539,0
223.69121,15.12385,-18.48644,36461.77734,1.90487,17896.29297,0
223.46004,15.12383,-18.48647,36461.36719,1.91537,17896.31055,0
223.22841,15.12382,-18.48651,36460.94922,1.92624,17896.32812,0
222.99713,15.12381,-18.48655,36460.53125,1.93681,17896.34766,0
222.771,15.1238,-18.48658,36460.10938,1.94735,17896.36523,0
222.54663,15.12379,-18.48661,36459.67578,1.9577,17896.38086,0
222.32097,15.12378,-18.48665,36459.26172,1.96813,17896.39844,0
222.09848,15.12376,-18.48668,36458.82812,1.97839,17896.41602,0
221.88068,15.12375,-18.48672,36458.61328,1.98869,17896.43359,0
221.66121,15.12374,-18.48675,36458.18359,1.99877,17896.45117,0
221.44452,15.12373,-18.48678,36457.75781,2.00896,17896.46875,0
221.22655,15.12372,-18.48682,36457.33984,2.01934,17896.48633,0
221.00935,15.12371,-18.48685,36456.92188,2.02937,17896.50391,0
220.79816,15.1237,-18.48689,36456.50391,2.03934,17896.52148,0
220.586,15.12368,-18.48693,36456.08594,2.04932,17896.53906,0
220.37338,15.12367,-18.48696,36455.67188,2.05933,17896.55664,0
220.16455,15.12366,-18.48699,36455.24609,2.06932,17896.57422,0
219.95662,15.12365,-18.48703,36454.82031,2.07923,17896.5918,0
220.15648,15.12363,-18.48708,36454.35547,2.03822,17896.61719,0
221.02779,15.12351,-18.48743,36453.52734,2.02408,17896.80859,0
221.85101,15.12302,-18.48893,36452.66016,1.95926,17897.58008,0
222.63321,15.12216,-18.49151,36451.79688,1.88118,17898.89453,0
223.39783,15.12109,-18.49474,36450.93359,1.81644,17900.5293,0
224.08093,15.11971,-18.49887,36450.06641,2.32763,17902.6543,0
224.43965,15.11598,-18.51011,36449.20703,2.68474,17908.47461,0
224.4731,15.10819,-18.53354,36448.34375,2.51739,17920.46094,0
224.30797,15.09701,-18.56721,36447.48047,2.22357,17937.58398,0
224.0549,15.08371,-18.60724,36446.62109,1.96906,17957.875,0
223.78226,15.06948,-18.65009,36445.76172,1.80356,17979.56641,0
223.53911,15.05539,-18.69255,36444.89844,1.72316,18001.03125,0
223.32823,15.04128,-18.73505,36444.03516,1.7019,18022.49219,0
223.16167,15.02786,-18.77552,36443.16406,1.71626,18042.93359,0
223.02745,15.01491,-18.81454,36442.28906,1.7463,18062.64844,0
222.92197,15.00258,-18.85172,36441.42969,1.77911,18081.45703,0
222.82782,14.99023,-18.889,36440.57812,1.80965,18100.28125,0
222.74516,14.97831,-18.92494,36439.71484,1.83388,18118.44727,0
222.66655,14.9665,-18.96058,36438.85547,1.853,18136.4668,0
222.5891,14.95475,-18.99605,36437.98828,1.86699,18154.40039,0
222.51268,14.94291,-19.03181,36437.12891,1.87768,18172.46875,0
222.43385,14.93123,-19.06706,36436.26562,1.88622,18190.29297,0
222.35474,14.91942,-19.10274,36435.41406,1.89345,18208.33398,0
222.27135,14.90746,-19.13887,36434.55078,1.90025,18226.60938,0
222.189,14.89564,-19.1746,36433.69141,1.90658,18244.66992,0
222.10439,14.8838,-19.21039,36432.83594,1.91318,18262.76367,0
222.01988,14.87198,-19.2461,36431.97656,1.91964,18280.82812,0
221.93301,14.86011,-19.28202,36431.12891,1.92652,18298.98242,0
221.84734,14.84826,-19.31785,36430.26953,1.93334,18317.10938,0
221.75838,14.83639,-19.35375,36429.40625,1.94019,18335.25977,0
221.66925,14.82443,-19.38997,36428.55469,1.94751,18353.56445,0
221.57991,14.81253,-19.42597,36427.70312,1.95475,18371.76758,0
221.48959,14.80072,-19.46172,36426.85938,1.96198,18389.8418,0
221.39809,14.78887,-19.4976,36426,1.96919,18407.99609,0
221.3069,14.77703,-19.53349,36425.15625,1.97665,18426.12695,0
221.21507,14.76519,-19.56933,36424.30078,1.98392,18444.26172,0
221.12285,14.75349,-19.6048,36423.45703,1.99121,18462.18164,0
221.02979,14.74184,-19.64012,36422.60547,1.99865,18480.04297,0
220.93382,14.73,-19.67601,36421.76562,2.0062,18498.18945,0
220.84169,14.71837,-19.71127,36420.91406,2.01366,18516.02539,0
220.74434,14.70654,-19.74715,36420.07031,2.0214,18534.16406,0
220.65248,14.69479,-19.7828,36419.22266,1.96398,18552.17969,0
220.601,14.68328,-19.81775,36418.38281,1.86105,18569.83594,0
220.6244,14.67238,-19.85083,36417.53906,1.77658,18586.5293,0
220.74297,14.66263,-19.88042,36416.69531,1.732,18601.44531,0
220.96025,14.65408,-19.90638,36415.85547,1.72286,18614.5293,0
221.27222,14.64678,-19.92856,36415.01172,1.73889,18625.69727,0
221.66086,14.64065,-19.94716,36414.17188,1.76632,18635.06055,0
222.10588,14.63557,-19.96258,36413.32812,1.79456,18642.83203,0
222.59502,14.63127,-19.97567,36412.90625,1.81687,18649.42188,0
223.12186,14.62751,-19.98708,36412.05859,1.83014,18655.17383,0
223.67899,14.62417,-19.99724,36411.21484,1.83304,18660.29297,0
224.2495,14.62118,-20.00631,36410.37109,1.82645,18664.86719,0
224.83255,14.61846,-20.01457,36409.52734,1.8123,18669.03711,0
225.41414,14.616,-20.02205,36408.6875,1.79288,18672.81055,1
226.00264,14.61373,-20.02895,36407.83984,1.77087,18676.29883,1
226.61224,14.61158,-20.03549,36406.98438,1.74626,18679.5918,1
227.22215,14.60963,-20.04141,36406.15234,1.72151,18682.58203,1
227.82996,14.60788,-20.04674,36405.30078,1.69711,18685.27148,1
228.4469,14.60627,-20.05162,36404.44922,1.67315,18687.73242,1
229.0788,14.6048,-20.05608,36403.60938,1.64916,18689.98242,1
229.71729,14.60348,-20.06011,36402.76562,1.62567,18692.01172,1
230.35928,14.60229,-20.06371,36401.92188,1.60221,18693.82812,1
230.98898,14.60126,-20.06686,36401.08203,1.57945,18695.41797,1
231.6319,14.60032,-20.06973,36400.23828,1.55606,18696.86133,1
232.27591,14.59948,-20.07228,36399.39062,1.5328,18698.14844,1
232.91795,14.59873,-20.07455,36398.54688,1.50918,18699.29492,1
233.55132,14.59807,-20.07655,36397.69922,1.4861,18700.30273,1
234.18439,14.59748,-20.07835,36396.85156,1.4626,18701.20898,1
234.82411,14.59695,-20.07997,36396,1.43896,18702.0293,1
235.45879,14.59647,-20.08142,36395.16016,1.41551,18702.75586,1
236.08907,14.59605,-20.08269,36394.32422,1.39227,18703.40039,1
236.71895,14.59568,-20.08383,36393.48438,1.36895,18703.97461,1
237.34531,14.59535,-20.08484,36392.64062,1.34606,18704.48242,1
237.96901,14.59505,-20.08573,36391.80469,1.32315,18704.93164,1
238.57785,14.5948,-20.0865,36390.95703,1.30102,18705.31836,1
239.18964,14.59458,-20.08718,36390.11719,1.27876,18705.6582,1
239.78603,14.59439,-20.08775,36389.27344,1.25726,18705.95117,1
240.37833,14.59422,-20.08826,36388.42578,1.23602,18706.20508,1
240.96661,14.59408,-20.08869,36387.58203,1.21494,18706.42383,1
241.5619,14.59396,-20.08907,36386.73828,1.19373,18706.61328,1
242.15416,14.59385,-20.08939,36385.89062,1.17281,18706.77344,1
242.73613,14.59376,-20.08965,36385.04688,1.15242,18706.90625,1
243.30998,14.59369,-20.08986,36384.19531,1.13218,18707.01367,1
243.88406,14.59363,-20.09004,36383.35547,1.11213,18707.10352,1
244.44795,14.59359,-20.09018,36382.51172,1.09249,18707.17383,1
245.01045,14.59355,-20.09028,36381.67188,1.0732,18707.22461,1
245.5661,14.59353,-20.09036,36380.83203,1.05388,18707.26367,1
246.1147,14.59352,-20.0904,36379.98828,1.0352,18707.28516,1
246.6584,14.59351,-20.09042,36379.14844,1.01665,18707.29492,1
247.18906,14.59351,-20.09042,36378.30859,0.99877,18707.29492,1
247.72404,14.59351,-20.0904,36377.46094,0.9806,18707.28516,1
248.23936,14.59353,-20.09037,36376.62109,0.96461,18707.26562,1
248.47397,14.59355,-20.0903,36375.91406,0.95656,18707.23242,1
248.68526,14.59364,-20.09002,36375.22266,0.95201,18707.08594,1
248.89825,14.59383,-20.08943,36374.52344,0.95318,18706.7832,1
249.11424,14.59411,-20.0886,36373.82812,0.95506,18706.36328,1
249.32677,14.59441,-20.08768,36373.13281,0.95536,18705.89648,1
249.54115,14.59472,-20.08674,36372.4375,0.95297,18705.42383,1
249.75017,14.59499,-20.08591,36371.74609,0.94817,18705.00195,1
249.95287,14.59523,-20.0852,36371.05469,0.94141,18704.64648,1
250.15163,14.59541,-20.08463,36370.35938,0.93365,18704.35938,1
250.34552,14.59556,-20.08418,36369.66797,0.92552,18704.13477,1
250.53558,14.59568,-20.08383,36368.97656,0.91739,18703.95703,1
250.72304,14.59577,-20.08354,36368.28516,0.90962,18703.81055,1
250.90706,14.59585,-20.08329,36367.58984,0.90237,18703.68555,1
251.0887,14.59593,-20.08307,36367.24609,0.89572,18703.57422,1
251.26633,14.596,-20.08286,36366.55469,0.88971,18703.46875,1
251.44205,14.59606,-20.08266,36365.85547,0.88384,18703.36914,1
251.61841,14.59612,-20.08247,36365.16406,0.87789,18703.26953,1
251.79436,14.59619,-20.08227,36364.46875,0.87208,18703.17383,1
251.96509,14.59625,-20.08209,36363.77344,0.86661,18703.08203,1
252.13367,14.5963,-20.08193,36363.07422,0.86108,18702.99609,1
252.30135,14.59636,-20.08176,36362.37891,0.85563,18702.91406,1
252.46573,14.59641,-20.08162,36361.67969,0.8503,18702.8418,1
252.6317,14.59645,-20.08148,36360.98047,0.84472,18702.77148,1
252.79498,14.59649,-20.08135,36360.29297,0.83936,18702.70508,1
252.95399,14.59653,-20.08123,36359.60156,0.83402,18702.64648,1
253.11272,14.59657,-20.08112,36358.90234,0.82882,18702.58984,1
253.27078,14.5966,-20.08101,36358.20703,0.82366,18702.53711,1
253.42506,14.59663,-20.08092,36357.51172,0.81859,18702.48633,1
253.57806,14.59667,-20.08083,36356.8125,0.81359,18702.44141,1
253.73143,14.59669,-20.08074,36356.12109,0.8086,18702.39648,1
253.88493,14.59672,-20.08066,36355.42578,0.80385,18702.35352,1
254.03442,14.59675,-20.08058,36354.73047,0.79885,18702.31445,1
254.18317,14.59677,-20.0805,36354.03125,0.79396,18702.27734,1
254.33218,14.5968,-20.08043,36353.33984,0.78924,18702.24023,1
254.47809,14.59682,-20.08036,36352.64844,0.78439,18702.20508,1
254.62233,14.59684,-20.08029,36351.95312,0.77981,18702.17383,1
254.76378,14.59686,-20.08023,36351.25781,0.77513,18702.14062,1
254.90614,14.59688,-20.08017,36350.5625,0.77073,18702.10938,1
255.04552,14.5969,-20.08011,36349.87109,0.76617,18702.07812,1
255.18184,14.59692,-20.08005,36349.17969,0.76196,18702.05078,1
255.31885,14.59694,-20.08,36348.48047,0.7576,18702.02148,1
255.45316,14.59696,-20.07994,36347.77734,0.75326,18701.99414,1
255.58788,14.59697,-20.07989,36347.07812,0.74904,18701.96875,1
255.71983,14.59699,-20.07984,36346.37891,0.74476,18701.94336,1
255.84941,14.597,-20.07979,36345.68359,0.74083,18701.91797,1
255.9796,14.59702,-20.07974,36344.98828,0.73666,18701.89453,1
256.10733,14.59704,-20.0797,36344.29297,0.73298,18701.87109,1
256.23468,14.59705,-20.07966,36343.58984,0.7292,18701.85156,1
256.35995,14.59706,-20.07963,36342.89844,0.72532,18701.83789,1
256.48459,14.59706,-20.07962,36342.20703,0.72096,18701.83008,1
256.6077,14.59707,-20.07961,36341.51562,0.71686,18701.82617,1
256.7294,14.59707,-20.0796,36340.82031,0.71286,18701.82227,1
256.85016,14.59707,-20.07959,36340.13281,0.70888,18701.81836,1
256.9678,14.59708,-20.07958,36339.42969,0.70511,18701.81055,1
257.086,14.59708,-20.07956,36338.74219,0.70131,18701.80078,1
257.20187,14.59709,-20.07953,36338.04297,0.69797,18701.78906,1
257.3176,14.5971,-20.07951,36337.34766,0.69445,18701.77344,1
257.43277,14.59711,-20.07947,36336.99609,0.69094,18701.75781,1
257.54532,14.59712,-20.07944,36336.30859,0.68746,18701.74023,1
257.65878,14.59713,-20.07941,36335.625,0.68406,18701.72461,1
257.7699,14.59714,-20.07937,36334.93359,0.68068,18701.70703,1
257.88092,14.59715,-20.07934,36334.23828,0.67713,18701.69141,1
257.991,14.59716,-20.07931,36333.55078,0.67374,18701.67578,1
258.09775,14.59717,-20.07928,36332.85156,0.6704,18701.66016,1
258.20474,14.59718,-20.07925,36332.14453,0.66703,18701.64453,1
258.31091,14.59719,-20.07922,36331.45703,0.66391,18701.63086,1
258.41693,14.5972,-20.07919,36330.75781,0.66065,18701.61328,1
258.52084,14.59721,-20.07916,36330.0625,0.65732,18701.59961,1
258.62314,14.59722,-20.07913,36329.36719,0.65413,18701.58398,1
258.72482,14.59723,-20.0791,36328.67969,0.65099,18701.56836,1
258.82693,14.59724,-20.07907,36327.98438,0.64768,18701.55078,1
258.92764,14.59725,-20.07903,36327.29688,0.64484,18701.53516,1
259.02502,14.59726,-20.079,36326.59375,0.64211,18701.51953,1
259.12317,14.59727,-20.07898,36325.89453,0.63871,18701.50586,1
259.21866,14.59728,-20.07895,36325.19922,0.63589,18701.49023,1
259.31271,14.59729,-20.07892,36324.50391,0.63301,18701.47852,1
259.40753,14.5973,-20.07889,36323.80469,0.63019,18701.46289,1
259.50101,14.59731,-20.07886,36323.11719,0.62725,18701.44922,1
259.59283,14.59732,-20.07883,36322.42188,0.62438,18701.43359,1
259.68417,14.59733,-20.0788,36321.73047,0.62173,18701.41797,1
259.77533,14.59734,-20.07877,36321.03906,0.61887,18701.4043,1
259.86691,14.59735,-20.07874,36320.34766,0.61614,18701.38867,1
