v,p,t,w,a,h,cruise
264.61847,18.5132,-8.60347,38722.86719,0.07503,12899.30469,1
264.53146,18.51323,-8.6034,38722.1875,0.07712,12899.26465,1
264.44363,18.51325,-8.60333,38721.47266,0.07908,12899.23145,1
264.35907,18.51327,-8.60327,38720.79297,0.08091,12899.2041,1
264.27509,18.51329,-8.60323,38720.11328,0.08311,12899.17969,1
264.19135,18.5133,-8.60319,38719.43359,0.08501,12899.15918,1
264.10825,18.51331,-8.60316,38718.75,0.08704,12899.14355,1
264.02631,18.51332,-8.60313,38718.10938,0.08906,12899.12988,1
263.94498,18.51333,-8.60311,38717.39453,0.09084,12899.11914,1
263.86313,18.51334,-8.60309,38716.67969,0.09285,12899.11035,1
263.78421,18.51334,-8.60307,38716,0.09477,12899.10156,1
263.70602,18.51335,-8.60306,38715.32031,0.09673,12899.09473,1
263.62787,18.51335,-8.60305,38714.64453,0.09843,12899.08984,1
263.5506,18.51335,-8.60304,38713.92578,0.1008,12899.08594,1
263.47385,18.51335,-8.60304,38713.28516,0.10253,12899.08496,1
263.39835,18.51336,-8.60304,38712.60156,0.10433,12899.08398,1
263.32236,18.51335,-8.60304,38711.88672,0.10619,12899.08594,1
263.24838,18.51335,-8.60304,38711.17188,0.10781,12899.08789,1
263.1748,18.51335,-8.60305,38710.45703,0.10984,12899.08887,1
263.10245,18.51335,-8.60305,38709.74219,0.11158,12899.09277,1
263.03091,18.51335,-8.60306,38709.02344,0.11327,12899.09668,1
262.95923,18.51334,-8.60307,38708.34766,0.11522,12899.10059,1
262.88974,18.51334,-8.60308,38707.66406,0.11673,12899.10547,1
262.82089,18.51334,-8.60309,38706.94922,0.11862,12899.11035,1
262.75238,18.51333,-8.6031,38706.30859,0.12013,12899.11621,1
262.68558,18.51333,-8.60312,38705.58984,0.12176,12899.12305,1
262.61804,18.51332,-8.60313,38704.94531,0.1234,12899.12988,1
262.55292,18.51332,-8.60314,38704.26953,0.12503,12899.13672,1
262.48685,18.51331,-8.60316,38703.58984,0.12683,12899.14453,1
262.42145,18.51331,-8.60317,38702.91406,0.12829,12899.15332,1
262.35583,18.5133,-8.60319,38702.23047,0.12992,12899.16016,1
262.29361,18.5133,-8.6032,38701.55469,0.13143,12899.16699,1
262.22995,18.51329,-8.60321,38700.91406,0.13316,12899.17285,1
262.16824,18.51329,-8.60323,38700.23047,0.1346,12899.18066,1
262.10712,18.51328,-8.60324,38699.58984,0.1361,12899.18652,1
262.04678,18.51328,-8.60326,38698.91406,0.1375,12899.19434,1
261.98523,18.51327,-8.60327,38698.23828,0.13916,12899.20215,1
261.85089,18.51204,-8.60676,38697.92188,0.15205,12900.96777,1
261.50876,18.51203,-8.60677,38697.68359,0.1552,12900.97266,1
260.97845,18.51209,-8.60661,38697.21484,0.15759,12900.88867,1
260.46487,18.51233,-8.60592,38696.75391,0.1743,12900.53906,1
259.9686,18.51277,-8.60471,38696.29297,0.19829,12899.9209,1
259.48102,18.51332,-8.60314,38695.84766,0.22424,12899.12793,1
258.99698,18.51391,-8.60147,38695.41016,0.24788,12898.28223,1
258.5148,18.51446,-8.5999,38694.94922,0.26772,12897.49121,1
258.0325,18.51493,-8.59859,38694.48828,0.28351,12896.82812,1
257.54504,18.51529,-8.59757,38694.02734,0.29617,12896.31348,1
257.05582,18.51555,-8.59684,38693.56641,0.30677,12895.94629,1
256.57196,18.51572,-8.59634,38693.125,0.3164,12895.69727,1
256.08908,18.51584,-8.59601,38692.67969,0.3264,12895.5293,1
255.60567,18.51592,-8.59577,38692.22656,0.33717,12895.40918,1
255.12627,18.51599,-8.59558,38691.76562,0.34864,12895.31055,1
254.6537,18.51606,-8.59539,38691.32422,0.36113,12895.21582,1
254.18166,18.51613,-8.59519,38690.87891,0.37422,12895.11523,1
253.71527,18.5162,-8.59498,38690.4375,0.38828,12895.01074,1
253.25652,18.51628,-8.59478,38689.98828,0.4019,12894.9043,1
252.79781,18.51635,-8.59458,38689.52734,0.41544,12894.80469,1
252.34334,18.51641,-8.5944,38689.06641,0.42878,12894.71582,1
251.89149,18.51646,-8.59425,38688.625,0.44219,12894.63867,1
251.44438,18.51651,-8.59412,38688.16797,0.45505,12894.5752,1
250.99817,18.51654,-8.59402,38687.72266,0.46827,12894.52441,1
250.55768,18.51657,-8.59395,38687.28516,0.48086,12894.48633,1
250.12131,18.51659,-8.59389,38686.83984,0.49352,12894.45703,1
249.68571,18.51661,-8.59384,38686.39062,0.50651,12894.43555,1
249.25603,18.51661,-8.59382,38685.94531,0.51928,12894.42188,1
248.82724,18.51662,-8.5938,38685.50781,0.53206,12894.41309,1
248.40273,18.51662,-8.59379,38685.0625,0.54475,12894.40918,1
247.98299,18.51662,-8.59379,38684.625,0.55753,12894.40723,1
247.56709,18.51662,-8.59379,38684.17969,0.57011,12894.4082,1
247.1516,18.51662,-8.5938,38683.73438,0.58308,12894.41211,1
246.74384,18.51662,-8.59381,38683.29688,0.59562,12894.41895,1
246.34135,18.51661,-8.59383,38682.83594,0.60794,12894.42969,1
245.93855,18.5166,-8.59386,38682.375,0.62054,12894.44238,1
245.54121,18.51659,-8.59389,38681.91406,0.63313,12894.45898,1
245.14691,18.51657,-8.59393,38681.46875,0.64493,12894.47852,1
244.75388,18.51656,-8.59397,38681.01562,0.65762,12894.49902,1
244.36659,18.51655,-8.59401,38680.5625,0.66981,12894.52148,1
243.98277,18.51653,-8.59406,38680.12109,0.68217,12894.54395,1
243.60004,18.51651,-8.59411,38679.67578,0.69443,12894.56738,1
243.22258,18.5165,-8.59415,38679.21484,0.70642,12894.59277,1
242.84662,18.51648,-8.5942,38678.75781,0.71862,12894.61719,1
242.47214,18.51646,-8.59426,38678.30469,0.73057,12894.64453,1
242.10136,18.51644,-8.59431,38677.85938,0.7429,12894.66992,1
241.7336,18.51642,-8.59436,38677.40625,0.75473,12894.69727,1
241.37094,18.51641,-8.59441,38676.94531,0.76696,12894.72266,1
241.00938,18.51639,-8.59447,38676.5,0.77883,12894.74902,1
240.65118,18.51637,-8.59452,38676.05469,0.79073,12894.77637,1
240.29601,18.51635,-8.59457,38675.59766,0.80242,12894.80469,1
239.94591,18.51633,-8.59463,38675.14453,0.81416,12894.83301,1
239.59705,18.51631,-8.59469,38674.69141,0.82582,12894.86328,1
239.25291,18.51628,-8.59475,38674.23047,0.8378,12894.89355,1
238.91017,18.51626,-8.59481,38673.78906,0.84927,12894.9248,1
238.57162,18.51624,-8.59487,38673.32422,0.86077,12894.95605,1
238.23346,18.51622,-8.59494,38672.875,0.87213,12894.98828,1
237.90048,18.5162,-8.595,38672.42578,0.88487,12895.01953,1
237.56868,18.51617,-8.59508,38671.97656,0.89685,12895.05957,1
237.23772,18.51613,-8.59519,38671.53516,0.90791,12895.11523,1
236.90962,18.51608,-8.59532,38671.08203,0.91843,12895.18262,1
236.5851,18.51603,-8.59546,38670.63281,0.92907,12895.25586,1
236.25415,18.51598,-8.59561,38670.17969,0.94087,12895.32715,1
235.71474,18.51593,-8.59575,38669.78906,0.9585,12895.39941,1
235.14581,18.51593,-8.59576,38669.41016,0.97808,12895.40527,1
234.59132,18.51601,-8.59552,38669.03516,1.00344,12895.28223,1
234.03645,18.51617,-8.59506,38668.66016,1.03071,12895.04883,1
233.49249,18.51638,-8.59449,38668.28516,1.05703,12894.75781,1
232.94939,18.51659,-8.59389,38667.91406,1.08156,12894.45703,1
232.40863,18.51678,-8.59334,38667.53906,1.10386,12894.18066,1
231.87389,18.51694,-8.59289,38667.16797,1.12447,12893.9502,1
231.33519,18.51707,-8.59252,38666.79297,1.1442,12893.76562,1
230.79971,18.51717,-8.59225,38666.41797,1.1634,12893.62695,1
230.27081,18.51724,-8.59204,38666.04297,1.18222,12893.52441,1
229.73985,18.51729,-8.59189,38665.66797,1.20139,12893.44922,1
229.21098,18.51734,-8.59178,38665.29297,1.22117,12893.39062,1
228.6873,18.51737,-8.59169,38664.91797,1.24075,12893.34473,1
228.16562,18.5174,-8.59161,38664.54297,1.26077,12893.30371,1
227.64609,18.51742,-8.59153,38664.17188,1.2813,12893.26562,1
227.13051,18.51745,-8.59146,38663.79688,1.30164,12893.23242,1
226.6199,18.51747,-8.5914,38663.42578,1.32215,12893.20117,1
226.11394,18.51749,-8.59135,38663.05078,1.34242,12893.17383,1
225.61081,18.5175,-8.5913,38662.67578,1.36285,12893.15039,1
225.10782,18.51752,-8.59126,38662.30078,1.38332,12893.13086,1
224.6102,18.51753,-8.59123,38661.92578,1.4039,12893.11426,1
224.11784,18.51754,-8.59121,38661.55469,1.42393,12893.10449,1
223.62405,18.51754,-8.5912,38661.18359,1.44439,12893.0957,1
223.1366,18.51755,-8.59119,38660.80859,1.46467,12893.0918,1
222.65027,18.51755,-8.59118,38660.43359,1.48504,12893.08887,1
222.166,18.51755,-8.59118,38660.05859,1.50554,12893.08984,1
221.68622,18.51754,-8.59119,38659.68359,1.52602,12893.09277,1
221.21115,18.51754,-8.5912,38659.3125,1.54618,12893.09766,1
220.73589,18.51754,-8.59121,38658.9375,1.56667,12893.10449,1
220.26457,18.51753,-8.59123,38658.5625,1.58703,12893.1123,1
219.79492,18.51752,-8.59125,38658.1875,1.60757,12893.12207,1
219.33076,18.51752,-8.59127,38657.81641,1.62796,12893.13184,1
218.87103,18.51751,-8.59129,38657.44531,1.64824,12893.14355,1
218.41115,18.5175,-8.59131,38657.07031,1.6687,12893.15625,1
217.95587,18.51749,-8.59134,38656.69531,1.6891,12893.16895,1
217.50299,18.51748,-8.59137,38656.32031,1.70935,12893.18359,1
217.04982,18.51747,-8.5914,38655.94922,1.72981,12893.19824,1
216.60291,18.51746,-8.59142,38655.57422,1.75009,12893.21191,1
216.15582,18.51745,-8.59145,38655.19922,1.77068,12893.22656,1
215.71147,18.51744,-8.59149,38654.82812,1.79107,12893.24316,1
215.27155,18.51743,-8.59152,38654.45312,1.81132,12893.25879,1
214.83585,18.51742,-8.59155,38654.07812,1.83177,12893.27441,1
214.4025,18.51741,-8.59158,38653.70312,1.85202,12893.29102,1
213.97025,18.5174,-8.59161,38653.32812,1.87264,12893.30762,1
213.53899,18.51738,-8.59165,38652.95703,1.89283,12893.32617,1
213.11237,18.51737,-8.59169,38652.58203,1.91351,12893.34375,1
212.68652,18.51736,-8.59172,38652.20703,1.93365,12893.3623,1
212.26511,18.51735,-8.59175,38651.83984,1.95396,12893.37793,1
211.84615,18.51733,-8.59178,38651.46484,1.97447,12893.39453,1
211.43282,18.51732,-8.59182,38651.08984,1.99477,12893.41016,1
211.01764,18.51731,-8.59185,38650.71875,2.01511,12893.42773,1
210.60623,18.5173,-8.59189,38650.34375,2.03516,12893.44629,1
210.19855,18.51728,-8.59193,38649.96875,2.05558,12893.46582,1
209.79091,18.51727,-8.59197,38649.59766,2.07581,12893.48535,1
209.38942,18.51726,-8.592,38649.41016,2.09622,12893.50586,1
208.98497,18.51724,-8.59204,38649.03516,2.11633,12893.52441,1
208.58687,18.51723,-8.59208,38648.66406,2.13652,12893.54297,1
208.19031,18.51722,-8.59211,38648.28906,2.15701,12893.55957,1
207.79715,18.51721,-8.59215,38647.91797,2.17721,12893.57715,1
207.40407,18.51719,-8.59218,38647.54688,2.19757,12893.59473,1
207.01399,18.51718,-8.59222,38647.17188,2.21768,12893.6123,1
206.62889,18.51717,-8.59225,38646.79688,2.23791,12893.62988,1
206.24551,18.51715,-8.59229,38646.42578,2.25789,12893.64844,1
205.8573,18.51714,-8.59232,38646.05078,2.27818,12893.66602,1
205.47664,18.51713,-8.59236,38645.67969,2.29838,12893.68359,1
205.09535,18.51712,-8.59239,38645.30469,2.31882,12893.69922,1
204.71724,18.51711,-8.59242,38644.9375,2.33951,12893.71387,1
204.34219,18.5171,-8.59245,38644.5625,2.35955,12893.72852,1
203.97046,18.51709,-8.59248,38644.19141,2.37974,12893.74512,1
203.59769,18.51708,-8.59251,38643.81641,2.39994,12893.76074,1
203.2289,18.51707,-8.59254,38643.44141,2.4201,12893.77734,1
202.86322,18.51705,-8.59258,38643.07031,2.44026,12893.79492,1
202.50012,18.51704,-8.59261,38642.69531,2.46027,12893.81348,1
202.13715,18.51703,-8.59265,38642.32031,2.48051,12893.83008,1
201.77353,18.51702,-8.59268,38641.95312,2.50095,12893.84668,1
201.41763,18.51701,-8.59271,38641.58203,2.521,12893.8623,1
201.05963,18.517,-8.59274,38641.20703,2.5413,12893.87695,1
200.70451,18.51698,-8.59277,38640.83203,2.56132,12893.89258,1
200.35046,18.51697,-8.5928,38640.46094,2.5817,12893.90723,1
199.99902,18.51696,-8.59283,38640.08594,2.60167,12893.92285,1
199.64864,18.51695,-8.59286,38639.71094,2.62206,12893.9375,1
199.30154,18.51694,-8.59289,38639.33984,2.6421,12893.95312,1
198.9559,18.51693,-8.59292,38638.96484,2.66218,12893.96875,1
198.61319,18.51692,-8.59295,38638.58984,2.68207,12893.98535,1
198.27145,18.51691,-8.59299,38638.21484,2.70239,12894.00098,1
197.93141,18.5169,-8.59302,38637.84375,2.72247,12894.01758,1
197.59175,18.51689,-8.59305,38637.46875,2.74264,12894.0332,1
197.25443,18.51688,-8.59308,38637.09375,2.76278,12894.04883,1
196.92273,18.51687,-8.5931,38636.72266,2.7829,12894.0625,1
196.5894,18.51686,-8.59313,38636.35156,2.8029,12894.07617,1
196.25717,18.51685,-8.59316,38635.98047,2.82311,12894.08984,1
195.92812,18.51684,-8.59319,38635.60547,2.84313,12894.10254,1
195.60069,18.51683,-8.59321,38635.23438,2.86317,12894.11719,1
195.274,18.51682,-8.59324,38634.85938,2.88338,12894.13184,1
194.94719,18.51681,-8.59327,38634.48438,2.90346,12894.14648,1
194.62465,18.5168,-8.5933,38634.11328,2.92356,12894.16016,1
194.29964,18.51679,-8.59333,38633.74219,2.94374,12894.17383,1
193.97932,18.51678,-8.59335,38633.37109,2.96423,12894.18555,0
193.66025,18.51677,-8.59337,38632.99609,2.98412,12894.19727,0
193.34128,18.51676,-8.5934,38632.625,3.00447,12894.20898,0
193.02492,18.51676,-8.59342,38632.25,3.02491,12894.21973,0
192.70901,18.51675,-8.59344,38631.875,3.04485,12894.23242,0
192.39502,18.51674,-8.59347,38631.50391,3.06508,12894.24512,0
192.08344,18.51673,-8.59349,38631.13281,3.08513,12894.25684,0
191.77361,18.51672,-8.59351,38630.76172,3.10536,12894.26758,0
191.4635,18.51671,-8.59354,38630.38672,3.12547,12894.28027,0
191.15596,18.51671,-8.59356,38630.01172,3.14583,12894.29102,0
190.85002,18.5167,-8.59358,38629.63672,3.1659,12894.30371,0
190.54654,18.51669,-8.59361,38629.26172,3.18601,12894.31445,0
190.24413,18.51668,-8.59363,38628.89062,3.20622,12894.32617,0
189.94426,18.51667,-8.59365,38628.51562,3.22617,12894.33887,0
189.64621,18.51666,-8.59368,38628.14453,3.24591,12894.35254,0
189.34665,18.51665,-8.59371,38627.77344,3.26604,12894.36523,0
189.04871,18.51665,-8.59373,38627.39844,3.2862,12894.37891,0
188.75186,18.51664,-8.59376,38627.02344,3.30664,12894.39062,0
188.45668,18.51663,-8.59378,38626.65234,3.32658,12894.40137,0
188.16342,18.51662,-8.5938,38626.27734,3.34707,12894.41211,0
187.87053,18.51661,-8.59382,38625.90234,3.36721,12894.42285,0
187.58032,18.51661,-8.59384,38625.53516,3.38733,12894.43262,0
187.2887,18.5166,-8.59385,38625.16016,3.40764,12894.44141,0
187.00018,18.5166,-8.59387,38624.78906,3.4278,12894.4502,0
186.71437,18.51659,-8.59389,38624.41406,3.44791,12894.45898,0
186.42496,18.51658,-8.59391,38624.04297,3.46816,12894.46777,0
186.13963,18.51658,-8.59393,38623.66797,3.48845,12894.47656,0
185.85532,18.51657,-8.59394,38623.29688,3.5089,12894.48633,0
185.57288,18.51656,-8.59396,38622.92578,3.52887,12894.49512,0
185.29172,18.51656,-8.59398,38622.55469,3.54891,12894.50488,0
185.00826,18.51655,-8.594,38622.17969,3.56944,12894.51465,0
184.7296,18.51654,-8.59402,38621.80859,3.58959,12894.52441,0
184.4509,18.51654,-8.59404,38621.43359,3.6102,12894.53223,0
184.17546,18.51653,-8.59405,38621.05859,3.63005,12894.54004,0
183.90195,18.51653,-8.59407,38620.6875,3.65028,12894.54785,0
183.62817,18.51652,-8.59409,38620.31641,3.67021,12894.55762,0
183.35449,18.51651,-8.59411,38619.94531,3.69052,12894.56934,0
183.08395,18.5165,-8.59413,38619.57031,3.71067,12894.58105,0
182.81223,18.5165,-8.59415,38619.19922,3.73082,12894.59277,0
182.54163,18.51649,-8.59417,38618.82422,3.7512,12894.60156,0
182.27164,18.51648,-8.59419,38618.44922,3.77158,12894.61035,0
182.00609,18.51648,-8.59421,38618.07812,3.79173,12894.61914,0
181.76433,18.51647,-8.59423,38617.69922,3.80882,12894.62891,0
181.61992,18.51645,-8.59428,38617.30078,3.81742,12894.65723,0
181.63806,18.51637,-8.5945,38616.86719,3.81106,12894.77051,0
181.86699,18.51616,-8.5951,38616.35938,3.78108,12895.07227,0
182.25122,18.51574,-8.5963,38615.78516,3.7312,12895.68457,0
182.71086,18.51507,-8.5982,38615.17969,3.66156,12896.64746,0
183.2702,18.51418,-8.60071,38614.52734,3.58109,12897.92285,0
183.99905,18.51312,-8.60369,38613.84375,3.48798,12899.42969,0
185.07031,18.51194,-8.60705,38613.02734,3.37942,12901.12891,0
186.42592,18.51057,-8.61092,38612.05469,3.24667,12903.08887,0
187.87355,18.50899,-8.61538,38611.02734,3.11096,12905.34375,0
189.30675,18.50726,-8.62028,38609.99219,2.97311,12907.82422,0
190.70889,18.50553,-8.62517,38608.96484,2.85082,12910.29688,0
192.10979,18.50393,-8.6297,38607.94141,2.74365,12912.58594,0
193.54105,18.50254,-8.63362,38606.90625,2.65395,12914.5625,0
194.96889,18.50142,-8.63679,38605.89844,2.57533,12916.16406,0
196.40256,18.50055,-8.63927,38604.84375,2.50416,12917.41211,0
197.83438,18.49989,-8.64112,38603.80859,2.43692,12918.34766,0
199.25983,18.49941,-8.64248,38602.75391,2.37151,12919.03027,0
200.67769,18.49907,-8.64345,38601.74219,2.3342,12919.52246,0
201.98654,18.49844,-8.64522,38600.71094,2.88233,12920.43262,0
203.009,18.49547,-8.65363,38599.69922,2.88922,12924.72461,0
203.80998,18.48963,-8.67016,38598.64453,2.65711,12933.11328,0
204.48567,18.48165,-8.69273,38597.60938,2.39594,12944.55176,0
205.10933,18.47244,-8.71881,38596.55469,2.18721,12957.74512,0
205.72453,18.46283,-8.746,38595.5,2.0492,12971.49414,0
206.35962,18.45327,-8.77307,38594.48828,1.96893,12985.18555,0
207.02374,18.44396,-8.79945,38593.45312,1.9267,12998.50879,0
207.70755,18.43506,-8.82465,38592.42188,1.90486,13011.24121,0
208.40149,18.42658,-8.84865,38591.37109,1.89106,13023.37793,0
209.10719,18.41837,-8.87192,38590.33594,1.87758,13035.13867,0
209.81779,18.41033,-8.8947,38589.30469,1.86114,13046.65625,0
210.52722,18.40244,-8.91708,38588.26953,1.8409,13057.9668,0
211.2312,18.39462,-8.93924,38587.76562,1.81734,13069.17383,0
211.93266,18.3868,-8.96138,38586.73828,1.79131,13080.36719,0
212.62643,18.37907,-8.98331,38585.6875,1.76377,13091.45703,0
213.31487,18.3713,-9.00535,38584.65625,1.73534,13102.59863,0
213.99797,18.36353,-9.02735,38583.62891,1.70703,13113.72461,0
214.67453,18.35579,-9.0493,38582.625,1.67878,13124.82031,0
215.33807,18.34812,-9.07108,38581.57422,1.65106,13135.83789,0
216.0011,18.34039,-9.09301,38580.55078,1.6239,13146.9248,0
216.65771,18.33265,-9.11497,38579.54297,1.5972,13158.02246,0
217.30861,18.32494,-9.13683,38578.49219,1.57095,13169.0752,0
217.94876,18.31729,-9.15855,38577.48438,1.54555,13180.06152,0
218.58852,18.30958,-9.18044,38576.46094,1.52022,13191.12598,0
219.21939,18.30192,-9.20217,38575.45703,1.49748,13202.1123,0
219.83559,18.29425,-9.22394,38574.42578,1.47548,13213.12305,0
220.45676,18.28652,-9.24589,38573.40234,1.38812,13224.21875,1
221.10414,18.27915,-9.26684,38572.39844,1.30143,13234.80469,1
221.80141,18.27234,-9.28616,38571.375,1.23728,13244.56641,1
222.55867,18.26633,-9.30325,38570.34766,1.1989,13253.19238,1
223.36598,18.26121,-9.31778,38569.32031,1.17987,13260.52832,1
224.21509,18.25692,-9.32995,38568.27344,1.17106,13266.67773,1
225.10284,18.25334,-9.34015,38567.22656,1.16526,13271.82227,1
226.01884,18.2503,-9.34877,38566.22266,1.15716,13276.17578,1
226.94298,18.24774,-9.35606,38565.19531,1.14397,13279.8584,1
227.8773,18.24549,-9.36245,38564.17188,1.12526,13283.08496,1
228.8154,18.24349,-9.36814,38563.14453,1.1012,13285.95605,1
229.754,18.24168,-9.37327,38562.11719,1.07359,13288.54883,1
230.6925,18.24003,-9.37796,38561.07422,1.04321,13290.91699,1
231.62892,18.23852,-9.38224,38560.07422,1.01161,13293.08105,1
232.56371,18.23715,-9.38614,38559.02734,0.98006,13295.05371,1
233.49495,18.2359,-9.38969,38558.02734,0.94853,13296.84277,1
234.42256,18.23478,-9.39287,38556.99609,0.91772,13298.45312,1
235.34816,18.23378,-9.39573,38555.94922,0.88748,13299.89844,1
236.26816,18.23288,-9.39828,38554.90625,0.85807,13301.18164,1
237.18538,18.23209,-9.40053,38553.87891,0.82917,13302.31738,1
238.09476,18.23139,-9.40251,38552.83203,0.8008,13303.31934,1
238.99884,18.23078,-9.40425,38551.80469,0.7727,13304.19922,1
239.89607,18.23024,-9.40578,38550.77344,0.74518,13304.97168,1
240.78618,18.22977,-9.40712,38549.75391,0.71782,13305.64746,1
241.66911,18.22936,-9.40829,38548.72656,0.69537,13306.24023,1
242.54031,18.22898,-9.40938,38547.70312,0.66926,13306.78809,1
243.40413,18.22861,-9.41041,38546.67578,0.64195,13307.30664,1
244.25844,18.22828,-9.41137,38545.63281,0.61431,13307.7959,1
245.10329,18.22796,-9.41226,38544.58984,0.58729,13308.24219,1
245.93971,18.22769,-9.41304,38543.56641,0.56135,13308.63477,1
246.77034,18.22746,-9.4137,38542.56641,0.53624,13308.96777,1
247.59059,18.22727,-9.41423,38541.54297,0.51246,13309.24023,1
248.40424,18.22712,-9.41466,38540.51953,0.48907,13309.4541,1
249.20924,18.22701,-9.41498,38539.49219,0.46672,13309.61719,1
250.0051,18.22692,-9.41522,38538.46875,0.44449,13309.7373,1
250.79362,18.22686,-9.41539,38537.46875,0.42279,13309.82227,1
251.57205,18.22682,-9.4155,38536.4375,0.40119,13309.87891,1
252.34293,18.2268,-9.41557,38535.39062,0.37987,13309.91406,1
253.10272,18.22678,-9.41561,38534.36328,0.35902,13309.93164,1
253.85286,18.22678,-9.41561,38533.3125,0.33827,13309.93457,1
254.59601,18.22679,-9.41559,38532.3125,0.31791,13309.92285,1
255.32947,18.22681,-9.41554,38531.28125,0.29811,13309.89746,1
256.05356,18.22683,-9.41547,38530.27734,0.27848,13309.86133,1
256.76892,18.22687,-9.41537,38529.25,0.25957,13309.8125,1
257.47458,18.22691,-9.41525,38528.22266,0.24073,13309.75293,1
258.17209,18.22696,-9.41512,38527.17969,0.22259,13309.68555,1
258.86066,18.22701,-9.41497,38526.17578,0.20455,13309.6084,1
259.53943,18.22707,-9.4148,38525.14844,0.18697,13309.52539,1
