   Vtrue_ktas ,   AMprs_inHG ,   AMtmp_degC ,   alpha__deg ,   curnt___lb 
175.84264,17.65489,-11.04935,3.61742,33439.44922
175.31447,17.65491,-11.0493,3.65866,33439.16406
174.78745,17.65492,-11.04927,3.70002,33438.87891
174.26404,17.65493,-11.04923,3.74147,33438.59766
173.741,17.65495,-11.04919,3.7834,33438.30859
173.21741,17.65496,-11.04916,3.82553,33438.02734
172.69728,17.65497,-11.04913,3.86774,33437.74219
172.17705,17.65498,-11.0491,3.91043,33437.46094
171.66078,17.65499,-11.04906,3.95322,33437.17578
171.14676,17.655,-11.04903,3.9961,33436.89062
170.62843,17.65502,-11.04899,4.0401,33436.60938
170.11263,17.65503,-11.04895,4.0841,33436.32422
169.5986,17.65505,-11.0489,4.12847,33436.03906
169.08931,17.65506,-11.04886,4.17263,33435.75781
168.57819,17.65508,-11.04881,4.21716,33435.48047
168.06918,17.6551,-11.04876,4.26211,33435.19922
167.55811,17.65511,-11.04872,4.30751,33434.91797
167.0493,17.65513,-11.04867,4.35279,33434.63281
166.54324,17.65515,-11.04862,4.39851,33434.35156
166.03821,17.65516,-11.04857,4.4448,33434.07031
165.53098,17.65518,-11.04852,4.49183,33433.78906
165.02727,17.6552,-11.04847,4.53831,33433.50781
164.52457,17.65522,-11.04842,4.58543,33433.22656
164.02164,17.65524,-11.04836,4.63311,33432.94531
163.52002,17.65526,-11.0483,4.6809,33432.66406
163.01814,17.65528,-11.04825,4.72923,33432.37891
162.51746,17.6553,-11.04818,4.77808,33432.09766
162.01593,17.65532,-11.04812,4.82721,33431.81641
161.51746,17.65534,-11.04805,4.87651,33431.53516
161.02002,17.65537,-11.04798,4.92638,33431.25391
160.5229,17.65539,-11.04791,4.97661,33430.97266
160.02368,17.65542,-11.04784,5.02711,33430.69141
159.52924,17.65544,-11.04777,5.07801,33430.41016
159.03375,17.65547,-11.04769,5.12935,33430.12891
158.54248,17.65549,-11.04762,5.1773,33429.84766
158.05386,17.65553,-11.04751,5.20079,33429.5625
157.57767,17.65565,-11.04717,5.22726,33429.28516
157.1207,17.65591,-11.04642,5.25653,33429.00391
156.68788,17.65637,-11.04511,5.28861,33428.72266
156.28239,17.65706,-11.04313,5.3237,33428.44141
155.90393,17.658,-11.04042,5.36106,33428.16016
155.55536,17.65921,-11.03696,5.39933,33427.87891
155.25803,17.66055,-11.03311,5.43598,33427.59766
154.99031,17.66148,-11.03043,5.469,33427.31641
154.78928,17.66285,-11.02649,5.49787,33427.17188
154.54214,17.66482,-11.02085,5.53597,33426.88672
154.29987,17.66706,-11.01442,5.5753,33426.60156
154.07404,17.66945,-11.00756,5.61285,33426.31641
153.88002,17.67195,-11.00037,5.64551,33426.03516
154.05743,17.67451,-10.99305,5.59899,33425.69531
154.29411,17.67699,-10.98591,5.59009,33425.33594
154.49951,17.67928,-10.97935,5.58334,33424.97266
154.67078,17.6813,-10.97354,5.57488,33424.61328
154.80711,17.68302,-10.96862,5.56377,33424.25
154.91078,17.68442,-10.96459,5.55033,33423.89062
154.98276,17.6855,-10.96151,5.53534,33423.52734
155.02069,17.68625,-10.95935,5.521,33423.16406
155.03038,17.68671,-10.95801,5.50624,33422.80078
155.01436,17.68693,-10.9574,5.49306,33422.44141
154.97987,17.68692,-10.95741,5.48063,33422.07812
154.92857,17.68674,-10.95792,5.47052,33421.71094
154.87169,17.68644,-10.9588,5.46108,33421.34375
154.80684,17.68604,-10.95995,5.4539,33420.97656
154.73643,17.68558,-10.96127,5.44914,33420.61328
154.66539,17.6851,-10.96264,5.44608,33420.25
154.60013,17.68464,-10.96397,5.44422,33419.88281
154.53993,17.6842,-10.96523,5.44408,33419.51953
154.48512,17.68381,-10.96634,5.44532,33419.15625
154.43782,17.68348,-10.96729,5.4475,33418.79688
154.39732,17.68321,-10.96805,5.45068,33418.43359
154.36615,17.68302,-10.9686,5.45422,33418.07031
154.33916,17.6829,-10.96895,5.45857,33417.71094
238.65855,18.86774,-7.60369,0.37341,33402.92969
239.64847,18.89107,-7.53811,0.45701,33402.54297
240.9959,18.94346,-7.39094,0.44053,33401.39453
240.19151,18.96844,-7.32082,0.12168,33399.83984
240.17978,18.99941,-7.23392,0.28429,33398.29297
240.2576,19.00889,-7.20732,0.28213,33397.90625
240.29562,19.01801,-7.18174,0.26343,33397.51953
240.89114,19.05024,-7.0914,0.23371,33396.35156
237.57767,19.06071,-7.06205,0.43867,33394.21875
236.49548,19.05265,-7.08463,0.44082,33393.82422
235.45679,19.04451,-7.10744,0.44618,33393.42969
234.31029,19.03519,-7.13358,0.45049,33393.04297
233.25197,19.02634,-7.1584,0.45363,33392.66016
232.1236,19.01677,-7.18523,0.45742,33392.26953
231.01242,19.00729,-7.21182,0.46152,33391.88281
228.3183,18.99981,-7.23278,0.63284,33389.55859
228.24152,19.00526,-7.2175,0.76556,33389.17188
228.07156,19.00975,-7.2049,0.81795,33388.78516
227.80862,19.01288,-7.19612,0.81121,33388.39844
227.46922,19.01476,-7.19085,0.77383,33388.01562
227.08266,19.01569,-7.18825,0.72925,33387.62891
226.67606,19.01602,-7.18732,0.69266,33387.23828
226.25848,19.01608,-7.18716,0.67124,33386.85156
225.85004,19.01608,-7.18716,0.66551,33386.46484
225.45222,19.01615,-7.18697,0.67271,33386.07812
225.06358,19.01633,-7.18645,0.68825,33385.6875
224.686,19.01661,-7.18566,0.70789,33385.30469
224.31297,19.01697,-7.18468,0.728,33384.91797
223.94273,19.01733,-7.18365,0.74679,33384.53125
223.57001,19.01768,-7.18266,0.76336,33384.14062
223.20198,19.01799,-7.18179,0.77746,33383.75781
222.83331,19.01826,-7.18105,0.79063,33383.36719
222.4631,19.01848,-7.18044,0.80243,33382.98047
222.09985,19.01865,-7.17995,0.81398,33382.59375
221.73274,19.01879,-7.17955,0.82515,33382.20703
221.36934,19.01891,-7.17921,0.83718,33381.81641
221.00746,19.01902,-7.17892,0.84945,33381.42969
220.65094,19.01911,-7.17866,0.86247,33381.04688
220.29463,19.0192,-7.17842,0.87508,33380.85156
219.93718,19.01927,-7.1782,0.8884,33380.46094
219.58421,19.01934,-7.17802,0.90298,33380.07812
219.23761,19.01939,-7.17788,0.9157,33379.6875
218.89514,19.01942,-7.17779,0.92749,33379.30078
218.54269,19.01944,-7.17773,0.93983,33378.91406
218.17287,19.01945,-7.1777,0.95313,33378.52734
217.75482,19.01947,-7.17766,0.96901,33378.16016
217.31487,19.0195,-7.17757,0.98538,33377.78906
216.88618,19.01956,-7.1774,1.00401,33377.42969
216.4572,19.01964,-7.17716,1.02332,33377.0625
216.02933,19.01974,-7.1769,1.04178,33376.69922
215.60577,19.01983,-7.17664,1.05983,33376.33203
215.189,19.01991,-7.17642,1.07691,33375.96484
214.77228,19.01998,-7.17623,1.09337,33375.60938
214.35123,19.02003,-7.17608,1.10963,33375.24219
213.94514,19.02007,-7.17596,1.12552,33374.88672
213.53566,19.02011,-7.17586,1.14146,33374.52344
213.12569,19.02013,-7.17579,1.15774,33374.15234
212.73663,19.02015,-7.17574,1.17319,33373.78906
212.35573,19.02017,-7.1757,1.18884,33373.41797
211.97839,19.02017,-7.17569,1.20367,33373.05078
211.60419,19.02016,-7.17571,1.21845,33372.68359
211.23535,19.02015,-7.17574,1.23318,33372.31641
210.86383,19.02014,-7.17578,1.24812,33371.94922
210.5023,19.02012,-7.17581,1.26317,33371.58203
210.1405,19.02011,-7.17585,1.27829,33371.21094
209.77916,19.0201,-7.17589,1.29354,33370.84375
209.42252,19.02008,-7.17593,1.30871,33370.47656
209.06854,19.02007,-7.17596,1.32413,33370.10938
208.71808,19.02006,-7.17599,1.33894,33369.73828
208.37111,19.02005,-7.17602,1.35401,33369.36719
208.02473,19.02004,-7.17606,1.36918,33369
207.6795,19.02002,-7.1761,1.38426,33368.63672
207.33661,19.02001,-7.17614,1.39916,33368.26953
207.0009,19.02,-7.17617,1.41387,33367.90234
206.66368,19.01998,-7.17621,1.4287,33367.53516
206.33339,19.01997,-7.17625,1.44351,33367.16797
206.00363,19.01996,-7.17629,1.45842,33366.80078
205.67213,19.01994,-7.17633,1.47293,33366.4375
205.35115,19.01993,-7.17637,1.48739,33366.06641
205.02679,19.01991,-7.17642,1.5018,33365.69922
204.7092,19.01989,-7.17646,1.51649,33365.33203
204.39336,19.01988,-7.1765,1.53091,33364.96484
204.08163,19.01986,-7.17655,1.54522,33364.59375
203.77034,19.01985,-7.1766,1.55928,33364.22656
203.46184,19.01983,-7.17664,1.57338,33363.85938
203.15382,19.01981,-7.17669,1.58793,33363.49219
202.84714,19.01979,-7.17674,1.60188,33363.12109
202.54463,19.01978,-7.17678,1.61642,33362.75781
202.24292,19.01977,-7.17682,1.6307,33362.39062
201.94574,19.01975,-7.17686,1.64452,33362.20312
201.64827,19.01974,-7.1769,1.65865,33361.83594
201.35396,19.01972,-7.17695,1.67251,33361.47266
201.06412,19.0197,-7.17699,1.68656,33361.10156
200.7733,19.01969,-7.17703,1.70048,33360.73438
200.4886,19.01967,-7.17708,1.71417,33360.36719
200.20395,19.01966,-7.17712,1.72798,33360
199.91815,19.01964,-7.17716,1.74187,33359.63281
199.63992,19.01963,-7.17721,1.7554,33359.26562
199.36194,19.01961,-7.17725,1.769,33358.89844
199.08289,19.0196,-7.1773,1.78245,33358.53125
198.8089,19.01958,-7.17734,1.79611,33358.16797
198.53502,19.01957,-7.17738,1.8097,33357.80078
198.26234,19.01955,-7.17743,1.82317,33357.43359
197.99464,19.01953,-7.17747,1.83671,33357.0625
197.72905,19.01952,-7.17751,1.85006,33356.69922
197.46284,19.01951,-7.17755,1.86335,33356.33203
197.20023,19.01949,-7.17759,1.87674,33355.96484
196.9406,19.01947,-7.17764,1.88975,33355.60156
196.68149,19.01946,-7.17768,1.90289,33355.23047
196.4268,19.01944,-7.17772,1.9161,33354.86328
196.17123,19.01943,-7.17777,1.92913,33354.49219
195.91701,19.01941,-7.17781,1.94192,33354.12891
195.66843,19.0194,-7.17785,1.95499,33353.75781
195.41945,19.01938,-7.17789,1.96808,33353.39062
195.16664,19.01937,-7.17793,1.98116,33353.01953
194.91924,19.01935,-7.17798,1.99389,33352.65625
194.67595,19.01934,-7.17801,2.00694,33352.28516
194.43105,19.01933,-7.17805,2.01977,33351.92188
194.1909,19.01931,-7.17809,2.0326,33351.55469
193.95168,19.0193,-7.17813,2.04519,33351.1875
193.71698,19.01929,-7.17817,2.05764,33350.81641
193.47873,19.01927,-7.17821,2.07033,33350.45312
193.24298,19.01926,-7.17825,2.08303,33350.08203
193.01355,19.01924,-7.17828,2.09522,33349.71875
192.78326,19.01923,-7.17832,2.10744,33349.35156
192.55637,19.01922,-7.17836,2.12007,33348.98047
192.32956,19.0192,-7.1784,2.13225,33348.61328
192.10335,19.01919,-7.17845,2.14419,33348.24609
191.88017,19.01917,-7.17848,2.15666,33347.87891
191.6604,19.01916,-7.17852,2.16875,33347.50781
191.4375,19.01914,-7.17856,2.18092,33347.14062
191.21931,19.01913,-7.1786,2.19303,33346.77344
191.00247,19.01912,-7.17863,2.20524,33346.40625
190.78217,19.01911,-7.17867,2.21732,33346.03516
190.56955,19.0191,-7.1787,2.22942,33345.67188
190.35669,19.01908,-7.17873,2.24152,33345.48438
190.14609,19.01907,-7.17876,2.25295,33345.12109
189.93616,19.01906,-7.1788,2.26502,33344.75
189.72556,19.01905,-7.17883,2.2768,33344.38281
189.51921,19.01904,-7.17887,2.28849,33344.01562
189.31381,19.01902,-7.17891,2.29995,33343.64844
189.1104,19.01901,-7.17894,2.31163,33343.28125
188.90993,19.019,-7.17898,2.32317,33342.91797
188.70825,19.01898,-7.17902,2.33467,33342.54688
188.5074,19.01897,-7.17906,2.34622,33342.17969
188.30959,19.01896,-7.17909,2.35772,33341.8125
188.10715,19.01894,-7.17913,2.36905,33341.44531
187.91356,19.01893,-7.17916,2.38073,33341.08203
187.71892,19.01892,-7.17919,2.39195,33340.71094
187.52838,19.01891,-7.17922,2.40311,33340.34766
187.33829,19.0189,-7.17925,2.41442,33339.97656
187.14648,19.01889,-7.17929,2.42537,33339.61328
186.95744,19.01887,-7.17932,2.43671,33339.24219
186.77086,19.01886,-7.17936,2.44756,33338.875
186.58078,19.01885,-7.17939,2.45875,33338.51172
186.39632,19.01884,-7.17942,2.46987,33338.14453
186.21259,19.01883,-7.17945,2.48074,33337.78125
186.02972,19.01882,-7.17948,2.492,33337.41016
185.84778,19.0188,-7.17951,2.50262,33337.04297
185.66936,19.0188,-7.17954,2.51343,33336.67578
185.48924,19.01878,-7.17958,2.52428,33336.30859
185.31009,19.01877,-7.17961,2.53494,33335.94141
185.13312,19.01876,-7.17964,2.54578,33335.57422
184.95461,19.01875,-7.17967,2.55682,33335.20703
184.78114,19.01874,-7.1797,2.56715,33334.84375
184.60855,19.01873,-7.17972,2.57794,33334.47656
184.43362,19.01872,-7.17975,2.58861,33334.10938
184.26108,19.01871,-7.17979,2.59924,33333.74609
184.09152,19.0187,-7.17981,2.60985,33333.37891
183.92192,19.01869,-7.17984,2.61989,33333.00781
183.75749,19.01868,-7.17987,2.63022,33332.64062
183.58771,19.01867,-7.1799,2.64082,33332.27734
183.42088,19.01866,-7.17993,2.65118,33331.91406
183.2556,19.01865,-7.17996,2.6616,33331.54297
183.09071,19.01863,-7.17999,2.67142,33331.18359
182.93146,19.01863,-7.18002,2.68186,33330.81641
182.76909,19.01861,-7.18005,2.69209,33330.44531
182.60736,19.0186,-7.18008,2.70191,33330.07812
182.44954,19.01859,-7.1801,2.71213,33329.71094
182.29111,19.01859,-7.18013,2.72245,33329.34766
182.13376,19.01857,-7.18016,2.73192,33328.98047
181.98047,19.01856,-7.18019,2.74209,33328.79688
181.82214,19.01855,-7.18022,2.75197,33328.42969
181.66331,19.01854,-7.18025,2.76242,33328.0625
181.50903,19.01854,-7.18027,2.77233,33327.69922
181.3584,19.01853,-7.18029,2.78216,33327.33203
181.20764,19.01852,-7.18032,2.79189,33326.96484
181.05449,19.01851,-7.18035,2.80129,33326.59766
180.90669,19.0185,-7.18037,2.81148,33326.23047
180.7574,19.01849,-7.18039,2.82085,33325.85938
180.61156,19.01848,-7.18042,2.83021,33325.49219
180.46559,19.01847,-7.18045,2.83984,33325.125
180.31787,19.01846,-7.18047,2.84954,33324.75781
180.17361,19.01845,-7.1805,2.85895,33324.39453
180.02986,19.01844,-7.18053,2.86845,33324.02344
179.88782,19.01843,-7.18056,2.87739,33323.66016
179.74803,19.01842,-7.18058,2.88694,33323.29297
179.60527,19.01841,-7.18061,2.89626,33322.92578
179.46239,19.0184,-7.18064,2.90545,33322.55859
179.32327,19.01839,-7.18067,2.91492,33322.19141
179.18684,19.01839,-7.18069,2.9243,33321.82422
179.04774,19.01838,-7.18071,2.93317,33321.45703
178.91313,19.01837,-7.18074,2.9423,33321.08984
178.77809,19.01836,-7.18076,2.95158,33320.71875
178.63982,19.01835,-7.18079,2.96042,33320.35156
178.50703,19.01834,-7.18081,2.96959,33319.98438
178.37263,19.01833,-7.18084,2.97874,33319.61719
178.2383,19.01833,-7.18086,2.98764,33319.25
178.1039,19.01832,-7.18088,2.99699,33318.88672
177.96985,19.01831,-7.1809,3.00619,33318.51562
177.84154,19.0183,-7.18091,3.01503,33318.14844
177.71057,19.0183,-7.18093,3.02403,33317.78125
177.5834,19.01829,-7.18096,3.03251,33317.41797
177.45708,19.01828,-7.18098,3.04111,33317.05078
177.32982,19.01827,-7.18101,3.04953,33316.67969
177.20262,19.01826,-7.18104,3.05834,33316.31641
177.07622,19.01825,-7.18106,3.06744,33315.94922
176.95125,19.01824,-7.18109,3.07575,33315.58203
176.82622,19.01824,-7.18111,3.08456,33315.21484
176.70137,19.01823,-7.18113,3.09301,33314.84766
176.58078,19.01822,-7.18115,3.10176,33314.48047
176.45738,19.01822,-7.18117,3.11047,33314.11328
176.33525,19.01821,-7.18119,3.11858,33313.75
176.21642,19.0182,-7.18121,3.12722,33313.38281
176.09315,19.01819,-7.18123,3.13572,33313.01562
175.97467,19.01818,-7.18125,3.14416,33312.65234
175.85602,19.01818,-7.18127,3.1524,33312.28125
175.73555,19.01817,-7.18129,3.16071,33312.10156
175.6176,19.01817,-7.18131,3.16924,33311.73047
175.50125,19.01816,-7.18132,3.17775,33311.36328
175.38327,19.01815,-7.18134,3.18566,33311
175.27081,19.01815,-7.18136,3.19396,33310.63281
175.15512,19.01814,-7.18138,3.20167,33310.26172
175.04141,19.01813,-7.18141,3.20994,33309.89453
174.92732,19.01812,-7.18143,3.2182,33309.52734
174.81654,19.01811,-7.18145,3.22583,33309.16016
174.70432,19.01811,-7.18147,3.23402,33308.79297
174.59302,19.0181,-7.1815,3.24198,33308.42969
174.47955,19.01809,-7.18152,3.24974,33308.0625
174.37265,19.01808,-7.18154,3.25776,33307.69531
174.26332,19.01807,-7.18156,3.26581,33307.32812
174.15643,19.01807,-7.18158,3.27364,33306.96094
174.04852,19.01806,-7.1816,3.28114,33306.59375
173.94226,19.01805,-7.18163,3.28891,33306.22656
173.83563,19.01804,-7.18165,3.29675,33305.85938
173.7305,19.01804,-7.18167,3.30445,33305.49219
173.62895,19.01803,-7.18169,3.31182,33305.12891
173.52223,19.01802,-7.18171,3.31924,33304.76172
173.42021,19.01801,-7.18173,3.32666,33304.39453
173.31839,19.01801,-7.18175,3.33425,33304.02734
173.21254,19.018,-7.18177,3.34206,33303.66016
173.11172,19.01799,-7.18179,3.34957,33303.29297
173.00917,19.01798,-7.18181,3.35733,33302.92578
172.90778,19.01798,-7.18183,3.36457,33302.5625
172.80977,19.01797,-7.18184,3.37211,33302.19531
172.70984,19.01797,-7.18186,3.37949,33301.82422
172.60992,19.01796,-7.18188,3.38634,33301.45703
172.51405,19.01796,-7.1819,3.39363,33301.08984
172.85687,19.01793,-7.18196,3.34527,33300.63672
173.72302,19.01774,-7.1825,3.29574,33300.04688
174.53946,19.01713,-7.18421,3.19411,33299.44531
175.31577,19.01617,-7.1869,3.08572,33298.83594
176.07381,19.01503,-7.19009,2.98863,33298.22656
176.83513,19.01387,-7.19335,2.90841,33297.61328
177.60632,19.01279,-7.19638,2.84214,33297
178.37369,19.01188,-7.19893,2.78903,33296.38672
179.15987,19.01114,-7.20103,2.74241,33295.78125
179.95613,19.01055,-7.20267,2.69918,33295.17969
180.74123,19.01011,-7.2039,2.65803,33294.58203
181.52831,19.00977,-7.20484,2.61691,33294.28125
182.31456,19.00952,-7.20557,2.57531,33293.67969
183.10516,19.00931,-7.20615,2.53134,33293.07812
183.88202,19.00914,-7.20661,2.48737,33292.47656
184.65157,19.009,-7.20699,2.44418,33291.85938
185.41162,19.00889,-7.20732,2.40022,33291.24609
186.13731,19.00879,-7.20759,2.35897,33290.64062
186.89009,19.00871,-7.20782,2.31585,33290.03516
187.63322,19.00865,-7.20801,2.27364,33289.43359
188.36662,19.0086,-7.20814,2.23316,33288.83984
189.09859,19.00856,-7.20824,2.19312,33288.22656
189.82271,19.00855,-7.20829,2.15388,33287.61328
190.53978,19.00854,-7.20829,2.11594,33287.01562
191.25914,19.00855,-7.20826,2.07778,33286.41406
191.96472,19.00858,-7.2082,2.04042,33285.8125
192.66859,19.00861,-7.20811,2.00435,33285.21484
193.35457,19.00865,-7.208,1.96857,33284.61328
194.03694,19.0087,-7.20786,1.93406,33284.01172
194.71196,19.00875,-7.2077,1.90011,33283.41406
195.38252,19.00882,-7.20752,1.86622,33282.8125
196.04675,19.00889,-7.20733,1.83347,33282.20703
196.70518,19.00896,-7.20712,1.80107,33281.58594
197.36017,19.00904,-7.20691,1.76893,33280.97656
198.00227,19.00912,-7.20668,1.73823,33280.35938
198.63429,19.0092,-7.20645,1.70822,33279.74609
199.26443,19.00928,-7.20621,1.67802,33279.12891
199.88815,19.00937,-7.20597,1.64878,33278.53125
200.50145,19.00946,-7.20572,1.62033,33277.92578
201.1093,19.00955,-7.20547,1.5922,33277.3125
201.7095,19.00964,-7.20522,1.56466,33276.69922
202.3064,19.00973,-7.20496,1.53724,33276.09375
202.89233,19.00982,-7.2047,1.51088,33275.48047
203.47426,19.00992,-7.20444,1.48494,33274.88281
204.05206,19.01001,-7.20418,1.45919,33274.28125
204.61853,19.01011,-7.20392,1.43436,33273.67969
205.18416,19.0102,-7.20365,1.40948,33273.06641
205.74062,19.01029,-7.20339,1.38533,33272.45312
206.29053,19.01038,-7.20314,1.36167,33271.85156
206.82945,19.01047,-7.20289,1.33857,33271.25
207.37245,19.01056,-7.20264,1.31556,33270.65234
207.90952,19.01065,-7.20239,1.29297,33270.05078
208.43872,19.01074,-7.20214,1.2708,33269.44922
208.95753,19.01083,-7.20189,1.24929,33268.84375
209.46581,19.01091,-7.20165,1.22857,33268.23047
209.97803,19.011,-7.20141,1.20721,33267.61719
210.48488,19.01108,-7.20117,1.18674,33267.00391
210.98387,19.01117,-7.20093,1.16656,33266.39062
211.47365,19.01125,-7.2007,1.14682,33266.08203
211.96223,19.01133,-7.20047,1.12725,33265.48438
212.43967,19.01141,-7.20025,1.10834,33264.87891
212.91368,19.01149,-7.20003,1.08959,33264.26562
213.37856,19.01157,-7.19981,1.0714,33263.65234
213.84221,19.01164,-7.1996,1.05323,33263.04297
214.29955,19.01172,-7.19939,1.03562,33262.44531
214.75079,19.01179,-7.19918,1.01805,33261.83984
215.1937,19.01186,-7.19898,1.00132,33261.22656
215.63428,19.01193,-7.19878,0.98449,33260.61328
216.06924,19.012,-7.19858,0.96803,33259.99219
216.49875,19.01207,-7.19839,0.95185,33259.37891
216.92545,19.01214,-7.1982,0.93602,33258.76172
217.34694,19.01221,-7.19801,0.92021,33258.16016
217.76471,19.01228,-7.19783,0.90483,33257.55078
218.17638,19.01234,-7.19764,0.88981,33256.94922
218.57727,19.01241,-7.19746,0.87501,33256.33594
218.9724,19.01247,-7.19729,0.8608,33255.72656
219.37361,19.01253,-7.19711,0.84614,33255.11328
219.76465,19.01259,-7.19693,0.8321,33254.50781
220.15358,19.01266,-7.19676,0.81821,33253.89844
220.53783,19.01271,-7.1966,0.80459,33253.29297
220.91452,19.01277,-7.19644,0.79109,33252.68359
221.28627,19.01283,-7.19628,0.7789,33252.08594
221.65361,19.01288,-7.19614,0.76675,33251.48438
222.01877,19.01291,-7.19603,0.75362,33250.87891
222.37877,19.01295,-7.19595,0.74038,33250.27344
222.72966,19.01297,-7.19588,0.72778,33249.66797
223.07895,19.01299,-7.19582,0.71482,33249.05859
223.42456,19.01302,-7.19575,0.70264,33248.45312
223.76248,19.01304,-7.19567,0.69121,33247.84766
224.09906,19.01308,-7.19557,0.67969,33247.24219
224.43344,19.01312,-7.19545,0.66873,33246.62891
224.76457,19.01316,-7.19533,0.65798,33246.01562
225.09114,19.01321,-7.19521,0.64702,33245.39844
225.41376,19.01325,-7.19509,0.63608,33244.78516
225.73286,19.01329,-7.19498,0.62563,33244.17188
226.04979,19.01333,-7.19486,0.61523,33243.56641
226.3569,19.01337,-7.19475,0.6047,33242.96484
226.66714,19.01341,-7.19463,0.59471,33242.35938
226.96971,19.01345,-7.19452,0.58491,33241.74609
227.26833,19.01349,-7.19441,0.5746,33241.14844
227.56709,19.01353,-7.1943,0.5651,33240.53906
227.85522,19.01357,-7.19419,0.55573,33239.92188
228.1427,19.01361,-7.19408,0.54594,33239.30469
228.42787,19.01365,-7.19396,0.53713,33238.70703
228.71104,19.01369,-7.19385,0.52803,33238.10547
228.99123,19.01373,-7.19374,0.51899,33237.49609
229.26604,19.01377,-7.19363,0.51062,33236.88281
229.53928,19.01381,-7.19352,0.50126,33236.27344
229.80765,19.01385,-7.19342,0.49309,33235.66016
230.07315,19.01388,-7.19332,0.48469,33235.05859
230.3363,19.01392,-7.19322,0.47601,33234.75781
230.59692,19.01395,-7.19312,0.46846,33234.15234
230.85196,19.01399,-7.19302,0.45994,33233.54688
231.10562,19.01402,-7.19293,0.45189,33232.94531
231.3571,19.01406,-7.19283,0.44408,33232.33203
231.60442,19.01409,-7.19274,0.43613,33231.71875
231.84959,19.01412,-7.19264,0.42897,33231.10156
232.09056,19.01416,-7.19255,0.42182,33230.5
232.32918,19.01419,-7.19246,0.41397,33229.89844
232.56465,19.01422,-7.19237,0.40699,33229.29297
232.79538,19.01425,-7.19228,0.39988,33228.69141
233.02507,19.01428,-7.19219,0.39263,33228.08984
233.2541,19.01431,-7.1921,0.38607,33227.48047
233.47701,19.01435,-7.19202,0.37918,33226.87109
233.70018,19.01438,-7.19194,0.37234,33226.25391
233.91714,19.0144,-7.19185,0.36572,33225.64062
234.13448,19.01443,-7.19177,0.35899,33225.02734
234.34671,19.01446,-7.19169,0.35281,33224.42578
234.56041,19.01449,-7.19161,0.34623,33223.81641
234.76994,19.01452,-7.19154,0.34033,33223.21484
234.97757,19.01454,-7.19146,0.33382,33222.60938
235.18175,19.01457,-7.19139,0.32754,33222.00391
235.38394,19.0146,-7.19132,0.32156,33221.39844
235.5834,19.01462,-7.19125,0.31565,33220.79297
235.78069,19.01465,-7.19117,0.31006,33220.17969
235.97339,19.01467,-7.19111,0.3041,33219.57031
236.16318,19.0147,-7.19103,0.29849,33218.96875
236.35548,19.01472,-7.19096,0.29287,33218.36719
236.54108,19.01475,-7.19089,0.28747,33217.76172
236.72705,19.01477,-7.19082,0.28193,33217.16016
236.90947,19.0148,-7.19075,0.27698,33216.55078
237.08841,19.01482,-7.19068,0.27116,33215.94531
237.26968,19.01485,-7.19061,0.26595,33215.32812
237.44492,19.01487,-7.19054,0.261,33214.71094
237.61948,19.01489,-7.19048,0.25608,33214.09375
237.79066,19.01492,-7.19042,0.25094,33213.48047
237.95879,19.01494,-7.19036,0.24629,33212.87891
238.12482,19.01496,-7.1903,0.24137,33212.27734
238.29117,19.01498,-7.19024,0.23651,33211.67188
238.45518,19.01501,-7.19017,0.23197,33211.06641
238.61572,19.01502,-7.19012,0.22725,33210.46484
238.77769,19.01505,-7.19006,0.22239,33209.85938
238.935,19.01507,-7.19,0.21793,33209.25
239.09637,19.01509,-7.18994,0.21345,33208.64062
239.25009,19.01511,-7.18989,0.20883,33208.03516
239.40045,19.01513,-7.18983,0.20475,33207.4375
239.54761,19.01514,-7.18978,0.20059,33206.83594
239.69533,19.01516,-7.18973,0.1966,33206.23047
239.84058,19.01518,-7.18967,0.19226,33205.63281
239.98402,19.0152,-7.18961,0.1886,33205.03516
240.12605,19.01522,-7.18956,0.18455,33204.4375
240.2672,19.01524,-7.18951,0.18049,33203.82422
240.40236,19.01526,-7.18945,0.17672,33203.21875
240.54315,19.01511,-7.18989,0.06436,30950.83594
240.66379,19.01424,-7.19232,-0.0287,30150.55664
240.75456,19.0128,-7.19634,-0.10179,30150.25781
240.84761,19.01133,-7.20047,-0.15672,30149.6582
240.96249,19.01024,-7.20353,-0.17963,30149.04688
241.10924,19.0097,-7.20506,-0.17831,30148.43359
241.29047,19.00967,-7.20512,-0.16346,30147.82031
241.4931,19.01003,-7.20412,-0.14613,30147.21289
241.70494,19.01059,-7.20256,-0.13272,30146.59961
241.91153,19.0112,-7.20084,-0.12537,30145.98828
242.11357,19.01176,-7.19927,-0.12506,30145.37695
242.30186,19.01222,-7.19797,-0.12936,30145.07227
242.48076,19.01259,-7.19694,-0.1365,30144.46094
242.65442,19.01288,-7.19613,-0.14388,30143.85547
242.81818,19.01311,-7.19549,-0.15109,30143.24414
242.97641,19.01331,-7.19494,-0.15751,30142.64453
243.13257,19.01349,-7.19443,-0.16219,30142.04688
243.28267,19.01366,-7.19394,-0.1663,30141.44531
243.43022,19.01383,-7.19347,-0.17004,30140.8457
243.57602,19.01399,-7.193,-0.17312,30140.24414
243.71646,19.01415,-7.19256,-0.17631,30139.64453
243.85002,19.0143,-7.19216,-0.17973,30139.04297
243.98376,19.01443,-7.19178,-0.18282,30138.44531
244.11327,19.01455,-7.19144,-0.18598,30137.84375
